"","ASSESSMENT","RECORD_ID","Pollu_ID","STREAM_LAK","STREAM_NAM","LAKE_NAME","BEACH_NAME","LLID_STR_1","LLID_LAKE","SEGMENT_ID","HUC_4TH_NA","HUC_3RD_NA","MILES","RM1","RM2","POLLUTANT","SEASON","SEASON_ID","ASSESSME_1","ASSESSME_2","ACTION","ACTION_ID","NUMERIC_CR","AFFECTED_U","LISTING_ST","STATUS_ID","PREVIOUS_S","PREVIOUS_A","LISTING_YE","TMDL_INFO","CRITERIA","COMMENTS","SUMMARY"
"2635",29740,25459,154,"Scoggins Creek","Scoggins Creek","","",1231261454600,NA,12129,"Tualatin","Willamette","5.1 to 18",5.1,18,"Dissolved Oxygen","January 1 - May 15",41,2012,"6/25/2013","Added to database",7,4,"","Cat 4A: Water quality limited, TMDL approved",14,"","","","TMDL Approved: 08/07/2001
Tualatin Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/willamette.htm#t"">Tualatin Subbasin TMDL</a>","Spawning: Not less than 11.0 mg/L or 95% of saturation","","2012 Data: 
[USGS] STATION 452959123145801 at RM 8.4 from 03/30/2005 to 03/30/2005, 0 of 1 (0%) samples < 11.0 mg/l and < 95% saturation"
"2636",3796,3872,132,"Big Elk Creek","Big Elk Creek","","",1170244450629,NA,93,"Brownlee Reservoir","Middle Snake-Powder","0 to 2.1",0,2.1,"Temperature","Summer",1,1998,"12/1/1998","No action",21,20,"Salmonid fish rearing; Salmonid fish spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998","","Bull Trout: 10.0 C","","Previous Data:  USFS Data (site at mouth): 7 day average of daily maximums of 58.4 in 1995 exceeded temperature standard for bull trout (50)."
"2637",3795,3871,132,"Aspen Creek","Aspen Creek","","",1170117450568,NA,82,"Brownlee Reservoir","Middle Snake-Powder","0 to 1.6",0,1.6,"Temperature","Summer",1,1998,"12/1/1998","No action",21,20,"Salmonid fish rearing; Salmonid fish spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998","","Bull Trout: 10.0 C","","Previous Data:  USFS Data (site at mouth): 7 day average of daily maximums of 62.2 in 1995 exceeded temperature standard for bull trout (50)."
"2638",27706,1462,132,"Camp Creek","Camp Creek","","",1187958446932,NA,586,"Middle Fork John Day","John Day","0 to 15.6",0,15.6,"Temperature","Summer",1,2010,"3/11/2011","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>","Rearing: 17.8 C","","Previous Data: 
USFS Data (Site at FSR 36): 7 day average of daily maximum of 73 with 43 days exceeding temperature standard (64) in 1993."
"2639",15254,12629,132,"Coffeepot Creek","Coffeepot Creek","","",1188544436542,NA,610,"Harney-Malheur Lakes","Oregon Closed Basins","0 to 10.3",0,10.3,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,36,"Redband or Lahontan cutthroat trout","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum","","Previous Data:  [BLM - Burns] LASAR 31085 River Mile 6: From 5/4/2002 to 9/27/2002, 19 days with 7-day-average maximum > 20 degrees Celsius."
"2640",15320,12695,132,"North Fork Deep Creek","North Fork Deep Creek","","",1201787420559,NA,8272,"Warner Lakes","Oregon Closed Basins","0 to 2.9",0,2.9,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,36,"Redband or Lahontan cutthroat trout","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum","","Previous Data:  [DEQ] LASAR 29614 River Mile 0.1: From 7/19/2002 to 10/20/2002, 23 days with 7-day-average maximum > 20 degrees Celsius."
"2641",26001,12920,132,"Pine Creek","Pine Creek","","",1224828450150,NA,1448,"Molalla-Pudding","Willamette","0 to 7.2",0,7.2,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[Weyerhauser] LASAR 29457 River Mile 1.7: From 6/17/2000 to 10/11/2001, 2 days with 7-day-average maximum > 16 degrees Celsius."
"2642",11621,9406,172,"Meacham Creek","Meacham Creek","","",1183604457023,NA,3207,"Umatilla","Middle Columbia","5 to 18",5,18,"Sedimentation","Year Round",3,2002,"11/1/2002","No action",21,5,"Salmonid fish rearing; Resident fish and aquatic life; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002","","The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.","","Previous Data:  Duplicate of record 5215. River miles 0 to 5 are within the Umatilla reservation boundaries. USEPA Approval date: 5/9/2001"
"2643",26145,13124,132,"Lookingglass Creek","Lookingglass Creek","","",1234285431170,NA,1988,"South Umpqua","Southern Oregon Coastal","0 to 11.1",0,11.1,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[DEQ/InSight] LASAR 12248 River Mile 0.1: From 7/5/2002 to 9/14/2002, 72 days with 7-day-average maximum > 18 degrees Celsius."
"2644",30747,17174,104,"Dennis Creek","Dennis Creek","","",1230715435817,NA,9721,"Coast Fork Willamette","Willamette","0 to 1.4",0,1.4,"Mercury","Year Round",3,2012,"5/27/2014","Status modification - Added to 303(d) list",10,24,"Aquatic life; Human health","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Table 20 Toxic Substances","Willamette Basin TMDL targets may not be sufficient to attain all criteria for mercury.","2004 Data: 
[USEPA Reg 10] LASAR 29047 River Mile 0.1: From 10/7/2002 to 6/18/2003, 2 out of 4 samples > applicable Table 20 criterion."
"2645",26138,13112,132,"Cow Creek","Cow Creek","","",1233379429474,NA,10053,"South Umpqua","Southern Oregon Coastal","0 to 29.3",0,29.3,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[DEQ/InSight] LASAR 10997 River Mile 0.3: From 7/5/2002 to 9/13/2002, 65 days with 7-day-average maximum > 18 degrees Celsius."
"2646",27821,12648,132,"Fields Creek","Fields Creek","","",1192926444370,NA,687,"Upper John Day","John Day","0 to 10.2",0,10.2,"Temperature","Year Round (Non-spawning)",71,2010,"3/11/2011","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[NF - Malheur] LASAR 26556 River Mile 3.7: From 6/13/1998 to 9/28/2001, 28 days with 7-day-average maximum > 18 degrees Celsius."
"2647",27788,12576,132,"Howard Creek","Howard Creek","","",1177782456881,NA,7796,"Wallowa","Lower Snake","0 to 11.2",0,11.2,"Temperature","Year Round (Non-spawning)",71,2010,"3/11/2011","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[BLM - Vale] LASAR 27780 River Mile 0.1: From 6/16/2000 to 9/16/2001, 134 days with 7-day-average maximum > 16 degrees Celsius."
"2648",26222,13369,132,"Fifteenmile Creek","Fifteenmile Creek","","",1211264456185,NA,8430,"Middle Columbia-Hood","Middle Columbia","23.8 to 26.3",23.8,26.3,"Temperature","August 15 - May 15",40,2010,"10/29/2010","No action",21,31,"Salmon and steelhead spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 02/05/2009
Middle Columbia-Hood (Miles Creeks) Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/hood.htm"">Miles Creeks TMDL</a>","Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[SWCD WASCO] LASAR 28971 River Mile 23.9: From 8/15/1999 to 10/29/2000, 85 days with 7-day-average maximum > 13 degrees Celsius."
"2649",26131,13105,132,"Coyote Creek","Coyote Creek","","",1232820440749,NA,1929,"Upper Willamette","Willamette","0 to 26.2",0,26.2,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[DEQ/SECOR] LASAR 26771 River Mile 2.7: From 6/3/2001 to 9/28/2002, 215 days with 7-day-average maximum > 18 degrees Celsius."
"2650",15318,12693,132,"Dismal Creek","Dismal Creek","","",1201519420654,NA,863,"Warner Lakes","Oregon Closed Basins","0 to 7.7",0,7.7,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,36,"Redband or Lahontan cutthroat trout","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum","","Previous Data:  [DEQ] LASAR 29613 River Mile 0.1: From 7/19/2002 to 10/20/2002, 12 days with 7-day-average maximum > 20 degrees Celsius."
"2651",15915,13290,132,"North Fork Smith River","North Fork Smith River","","",1240556420473,NA,11284,"Chetco","Southern Oregon Coastal","0 to 1.6",0,1.6,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","Previous Data:  [DEQ] LASAR 21848 River Mile 1.6: From 6/13/1999 to 10/2/1999, 45 days with 7-day-average maximum > 18 degrees Celsius."
"2652",26269,13457,132,"Coffee Creek","Coffee Creek","","",1230012429392,NA,9584,"South Umpqua","Southern Oregon Coastal","0 to 2.5",0,2.5,"Temperature","January 1 - June 15",42,2010,"10/29/2010","No action",21,31,"Salmon and steelhead spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>","Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[BLM - Roseburg] LASAR 27914 River Mile 2: From 6/12/2000 to 6/15/2002, 25 days with 7-day-average maximum > 13 degrees Celsius."
"2653",10554,4156,171,"Woodruff Creek","Woodruff Creek","","",1225091428810,NA,1457,"Upper Rogue","Southern Oregon Coastal","0 to 6.2",0,6.2,"Habitat Modification","Undefined",72,2002,"8/1/2002","No action",21,4,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Cat 4C: Water quality limited, not a pollutant",16,"Previous Status: Water quality limited not needing a TMDL","Previous Action: Delisted - Water quality limited, not a pollutant","Previous Assessment Year: 2002","","The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.","","Upper Rogue Watershed Analysis (USFS, 1995): low LWD in channels, high temperatures, few pools - high priority for fish habitat restoration."
"2654",26219,13365,132,"Eightmile Creek","Eightmile Creek","","",1210866456062,NA,8406,"Middle Columbia-Hood","Middle Columbia","9.1 to 14.9",9.1,14.9,"Temperature","August 15 - May 15",40,2010,"10/29/2010","No action",21,31,"Salmon and steelhead spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 02/05/2009
Middle Columbia-Hood (Miles Creeks) Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/hood.htm"">Miles Creeks TMDL</a>","Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[ODFW] LASAR 28336 River Mile 11.7: From 8/15/2000 to 10/20/2000, 43 days with 7-day-average maximum > 13 degrees Celsius."
"2655",10441,3620,171,"West Fork Burnt River","West Fork Burnt River","","",1182082445197,NA,343,"Burnt","Middle Snake-Powder","0.4 to 5.4",0.4,5.4,"Habitat Modification","Undefined",72,2002,"8/1/2002","No action",21,4,"Salmonid fish spawning; Salmonid fish rearing; Resident fish and aquatic life","Cat 4C: Water quality limited, not a pollutant",16,"Previous Status: Water quality limited not needing a TMDL","Previous Action: Delisted - Water quality limited, not a pollutant","Previous Assessment Year: 2002","","The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.","","Stream habitat is below potential for supporting fish due to deficient pools and LWD (North Fork Burnt River Watershed Analysis, USFS, 1995)."
"2656",4167,4248,172,"Soda Creek","Soda Creek","","",1225143423551,NA,1459,"Upper Rogue","Southern Oregon Coastal","0 to 5.6",0,5.6,"Sedimentation","Undefined",72,1998,"12/1/1998","No action",21,5,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998","","The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.","","Previous Data:  Coho Salmon have been petitioned under the ESA, high percentage of fine sediment was measured in most reaches (ODFW, 1994)."
"2657",26234,13399,132,"Christy Creek","Christy Creek","","",1223856438804,NA,9012,"Middle Fork Willamette","Willamette","0 to 2.4",0,2.4,"Temperature","September 1 - May 15",51,2010,"10/29/2010","No action",21,31,"Salmon and steelhead spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[NF - Willamette] LASAR 27994 River Mile 1: From 9/1/2001 to 9/27/2001, 23 days with 7-day-average maximum > 13 degrees Celsius."
